"x","y"
25471.6858566463,22285.6915405139
32243.1829935012,24457.8215785797
8464.30516892949,18911.2992921672
37974.4834432459,36118.0531572695
37957.2447882515,36108.703629234
37971.6420481772,36107.2800982131
37964.9282039533,36115.1040214536
36413.0767202891,20956.0781945718
36423.2849134927,20956.7893149871
34131.4064820726,34560.3370503748
34112.8754996914,34555.2757904197
34126.5004933042,34551.4621500559
34121.4076723817,34560.491338306
35497.6957291819,19384.6189739154
29278.4909381401,17522.1242110785
41328.9899804742,19357.1353714646
41351.4495017092,19345.6367465976
41338.468831816,19360.321480017
41340.7693519098,19342.0293266689
41343.4672622199,19351.660319962
16261.059480769,39721.20263769
16255.2462524258,39705.4112951096
16253.0809989893,39715.1740650831
15120.5348117626,32774.9837293061
15120.6814147132,32764.9848039851
22476.7238929787,11552.2081586107
22495.6976510751,11564.7935612814
22486.4113375678,11554.6887668692
22485.6943966043,11564.663032372
14251.4368049999,40672.0309904325
19048.2047608669,16949.0569054046
36489.0544351081,34230.6265879493
36499.7386942654,34217.7814068947
36498.6223627487,34227.7189017473
11828.8658430188,31523.6559914937
22314.3922330391,13141.0063168477
20721.796593961,22310.67340692
19865.3294885948,31481.8570149564
33324.0334493975,21927.5238521187
33315.0664539997,21923.0974547646
38251.4018559177,22214.8441804091
37874.0113396073,20307.9078369147
37883.1118492707,20319.7476956305
37873.2875072128,20317.8816058445
19011.0662996429,10010.8346229206
19004.3040837475,9992.30713973012
19009.2433147182,10001.0021956481
47250.191977673,30058.6475599162
47240.2592323723,30057.489729708
31840.2491592626,18136.7518969877
31836.3285554024,18145.951291825
27835.3471219779,20692.4764431721
27654.9638057079,20382.9079935453
27643.3870786292,20369.7362600313
27652.7871663145,20373.1477628539
30236.2939210264,25413.363901516
41329.7280562227,17456.351112567
8682.85464065695,24905.5833823777
15815.7677955131,26446.3842787179
11833.1132616339,32788.5312009525
26897.9861287759,16586.3131573404
12675.6351217674,22359.3494782728
12699.1540192685,22356.9489523469
12683.9838561999,22364.8633619203
12689.5147251169,22346.3215863949
12689.1741006739,22356.3157834606
14970.8854803838,38144.6632241487
14966.7121905444,38135.5756693667
9269.63525143091,30903.9699841376
9263.52915471346,30911.889301209
41382.6817152258,25667.9003420417
29331.7793507338,26367.1493571146
29322.7856187821,26371.5211743091
12588.0952510334,37837.1931948824
12597.5888452129,37840.3351161982
10118.0505655516,17944.8276962512
10090.9349522277,17948.0192361777
10110.3438138277,17951.1998423281
10100.9327815326,17947.8186485831
12499.3648019204,19515.4182489997
12476.2266500357,19514.0935894811
12490.6982126622,19520.4085362228
12485.9172765421,19511.6254473689
11681.9220497776,38150.2487576852
11688.6066514872,38159.8182898652
11678.7181560999,38161.3074705042
15599.2054222042,20443.6849321702
9267.71355883398,32174.2724242314
9274.81971377309,32167.2138925738
34728.0465412138,13068.2979873594
16062.1343111532,37501.5672803691
31338.6885596173,26676.9522865038
31338.5636490349,26666.9530666669
14048.4921908194,36571.5729947405
14045.0371178246,36562.1888341174
24589.7126536424,28926.2778544676
14777.0690737375,34673.8399722945
14763.8449575769,34654.3868447028
14765.0121960987,34679.1456242088
14760.0003797502,34663.6182557391
14768.0099068913,34669.6055318289
20283.8623931557,9677.07607881815
35631.6932744301,12119.9788834308
35645.6016487968,12114.9783606046
35636.3681065378,12111.1388687956
26910.8383891824,17222.3286983911
26893.8684588783,17215.6508201122
26900.8499999069,17222.8102952932
35196.658865995,30760.5502248097
36104.6152465156,30438.2754694067
36113.2940820046,30433.3077924291
19069.9187153124,20100.3492039983
19071.722284835,20113.1618587535
19063.2620357448,20107.8116722081
15102.2087062399,27716.1957565209
15085.5298579698,27710.6833474293
15092.3689853248,27717.9789817763
28903.2182488664,18157.6719530004
28929.7313613468,18155.5358708673
28912.0409754507,18162.379332419
28919.7421608966,18156.0003244453
24047.1165424619,29242.8185576773
20814.5119494529,6829.35287551705
15165.0529726803,8443.44119428095
17525.7263460096,37486.9281661075
17525.2389156386,37500.1978039523
17518.0062666478,37493.2842950118
15493.1917771187,35297.3938630376
15506.4065805429,35289.0453151125
15503.1311114624,35298.4936642965
24426.8727173095,30503.7013687016
23067.9163701469,17559.9914824988
19594.9933751957,17895.3655963312
19606.7589108427,17887.8071732071
19604.739699651,17897.6037115229
32075.6207083563,27296.0038114074
32072.7570691645,27305.5850206515
42128.1089728176,30086.0165597942
37671.1070160499,15582.8775875789
37661.3502366527,15580.6854982113
11885.0625446974,9733.51236899728
11882.359902649,9714.19270744313
11878.7749933425,9725.73633543516
11888.3998522656,9722.61175582285
15302.3690681313,32451.5028268884
9112.80739536831,37546.6755889779
9130.38476253127,37539.1297879001
9117.55170691287,37536.8726837957
9122.74780827133,37545.58554709
23480.8803759058,24500.0813534305
23472.5765327003,24518.7494166809
23464.1345504861,24502.8975908579
23482.139413044,24510.1660291695
23472.2394480945,24508.7551096116
14539.622231533,25500.0666470702
14519.3000351999,25505.1793542537
14535.4417667885,25514.4980463522
14530.0706181127,25496.7373837935
14529.1840317539,25506.6980044885
16771.4617516596,3062.90681024936
16781.3381060036,3061.33912888175
30918.0146315208,17197.4262273488
13341.3178288669,40983.4225134149
13352.9895873324,40996.0297292994
13333.5722941182,40995.067257136
13343.3971611632,40993.203930125
15673.5150950977,31820.6386502439
15652.1879379919,31814.531028804
15670.6564647671,31810.7021207747
15657.8609929767,31824.9317457414
15662.0974156284,31815.873453083
39778.4735783577,32945.9699413593
39770.7603000796,32939.6055609334
35195.2491017484,29501.6113477232
35183.6734272553,29495.5536830033
35192.9708501775,29491.8715739601
27677.7602297434,24789.2532432686
27671.6310163326,24809.4458188509
27686.2135453721,24795.2948145105
27668.5346795736,24799.7370265503
27678.3768638983,24801.5066049516
11117.8632982904,35948.6884902514
11126.3100312329,35954.0413121798
33561.8032236195,32347.800577045
22566.4072082346,25459.2543383409
15862.0281380142,33395.424589527
15847.7969717346,33395.8166769775
15855.105988602,33402.6415035154
28726.2008115408,15937.6468684807
28714.3892968955,15953.2462464278
28727.5560431032,15947.5546102725
28718.1360393242,15943.9746812323
12567.964022238,34684.1399281588
12581.779573622,34681.5487660278
12573.5598623256,34675.8521918144
38061.8122859003,21260.2776264328
38065.0959386271,21269.7231346123
13782.0669367948,21726.2817017591
13778.7300238896,21709.9252759362
13775.0020941541,21719.2044213649
20328.5569951737,18520.0489001445
20338.4657050685,18518.7007650541
32461.1767982464,31724.593559623
32467.1934517966,31716.6060769121
20342.3421612422,19785.3075263241
43789.1631340695,32290.3439637048
28551.1035731887,18159.4370640758
9286.79516042867,34698.9302835488
8945.3255810471,38492.2118626617
23455.95021239,21349.2105901898
7091.83419093026,32823.5278305363
7075.70978691245,32811.7744191423
7091.95465305405,32812.711440336
7083.37028897273,32818.2022265588
35385.0058181833,30446.0215710788
35372.9928011611,30430.4729223947
35374.6924700965,30445.7195576535
35380.4758671935,30437.1064410163
21326.7203075768,32104.4875974743
29244.3121757471,11209.7464239683
29238.7192425792,11201.4567256277
18328.2312220579,18851.8920478979
27440.1457036453,16907.1798057751
27457.4465059544,16901.4914858595
27447.5052161189,16900.4094708845
12910.9914805586,30264.0825726996
12924.9521923465,30247.8721512547
12906.9649132121,30254.6095487746
12916.9360704259,30253.8505864455
32449.8086127611,28569.3747829418
32451.2043362756,28555.3810776185
32443.4312318929,28561.6722498667
21440.1463917939,21035.1713503519
21447.7314824116,21052.4125445208
21447.0161282921,21042.4381639143
8210.01819554475,37224.6119270853
8213.34579390069,37234.2131404814
8203.35268442291,37233.8419761442
34624.388469784,26654.516840367
37727.7776121867,26959.563919251
37738.48192012,26950.1510431393
37728.4976786406,26949.589877728
14173.4911133595,28030.1094973375
14182.5145755095,28034.4196169213
30580.144400673,23519.5817293898
30597.9035280556,23510.3834726697
30594.0270287625,23523.5998574676
30589.0075370069,23514.950894619
8008.79930812656,34388.1822432939
27330.3587581813,28591.7060370827
13286.9244176341,32155.7721784941
13292.4685734841,32141.6403203626
13295.7573821969,32151.0840299221
12657.6236846699,17291.7261632488
12663.7660206288,17311.7009750227
12651.2959929535,17299.6957099619
12661.0052226032,17302.0896313494
45464.5261301205,37015.1100266308
45456.3043665162,37020.8023550854
31697.512140017,25406.5943668839
20974.6631462152,33988.7994294444
20966.7936269023,34011.2336573638
20964.1502180784,33994.5206309392
20976.3252194004,34008.2080809141
20973.2363031359,33998.6971084975
46343.0283933837,31014.7530756355
46336.8521201783,31006.8235849258
12686.6479394977,22979.3766621745
12693.1225031482,22999.6016595902
12698.898070502,22982.8859344486
12681.6943658492,22988.3236646572
12691.5965690563,22989.7187888973
8937.43166883726,37235.1843404708
8940.08568122329,37225.5429599547
28369.1306973331,18474.9658728219
13509.2206121776,6877.20315724389
13513.0395148644,6867.96108051467
33468.0324945296,15913.9882189092
22201.85460697,24193.5261865966
22195.1608059625,24200.9553876353
21601.2476453765,15044.4708417623
21584.6965859903,15034.1725423968
21591.3414114641,15047.2751752556
21594.1536376964,15037.4227997755
12677.3836473335,19837.1303126899
12666.9198277669,19819.6255654251
12664.0782049574,19835.9013801437
12680.2494775912,19824.8116908733
12671.0502437527,19828.7326724831
32055.2135580193,24142.7588576168
22926.8578493578,24825.4737355834
37581.4505850264,31691.7278264779
37571.4516525936,31691.5817093839
22966.5299781835,29882.6513917663
22957.510836013,29878.3322397074
30202.3122789994,20354.3991146065
30208.1384543707,20368.0287180955
30211.3986038551,20358.5750719555
30557.3956301214,17840.941139842
30554.8486607103,17822.7370074289
30560.0250111257,17831.2930226449
34861.9591022749,35187.314210205
34855.4706790521,35179.7049813294
32398.0151773245,20348.6344249944
16069.8055855713,39389.2690636759
16078.3889871948,39401.8400029985
16068.740440564,39399.2121751664
19303.4792494935,29267.4224735968
25152.3631370938,29859.9321156262
25142.4212045326,29871.4247880085
25152.3091471735,29869.9319698795
33357.8484150945,28882.2828313303
33354.8213774144,28866.8093996952
33362.3728754386,28873.3649223739
15075.7801267169,25186.8609343825
19655.5244779405,27371.3775995355
23337.7465516296,33046.6578396753
23339.6316292749,33036.8371226815
10303.9848907884,21427.2111675218
10312.6183182194,21422.1649877001
27975.4979608114,13423.0251530305
8700.23934046236,27441.3880270614
8693.83482346371,27428.4718581358
8703.24661108992,27431.8509245993
37179.1105980792,26007.5206341647
30614.0154934747,28569.1873423601
30622.1869657675,28574.9516324784
8355.77771406102,31862.1054529927
8363.88610134348,31856.2527565476
34470.9836647686,33284.7682231683
34484.8067747622,33301.67508877
34481.0805758475,33283.6722014648
34489.1702355462,33292.6772995979
34478.4835106112,33293.3290773653
33380.2432643067,31400.912410927
33370.5997046698,31403.5584943593
16702.8783435743,20436.9591926663
16687.8833612878,20434.791284106
16694.4467958137,20442.3359019166
25586.0096692409,9323.45480837917
25570.0779791548,9337.27018087575
25582.5794646878,9332.84808771729
25573.8189672807,9327.99629237945
9683.14569760257,38485.0512290159
9665.91129727918,38487.9354745072
9675.33144000457,38491.2912026001
35573.9910590468,30751.8413703423
35553.0317926142,30767.2315916322
35563.683810184,30748.1368946163
35556.445924322,30757.8324642101
35566.4305593719,30758.3865093528
23024.5137972023,10608.7445672017
16246.8029346198,37179.7530682663
16238.9484664566,37198.5891509726
16234.7931162272,37179.843956935
16249.326501106,37190.9500903488
16239.6040016351,37188.610677051
22956.2879147477,31775.7974865192
22974.9825814472,31781.6604090378
22966.106360441,31766.8134079693
22966.2362475102,31776.8125597557
31388.3253461392,34895.2423073621
31389.4345587349,34875.5617577043
31375.3751136667,34888.9718894206
31393.6846917757,34886.6315038471
31384.0417922215,34883.983033557
39383.0468318185,27891.8878442859
23111.9534650739,25137.2532290724
23113.0923963271,25147.1881591476
30378.4329545054,18772.2954814381
30378.2128068045,18791.2139186273
30381.5647323624,18781.7924266024
28464.3314565639,35545.4016045226
28472.0364719117,35524.6431613162
28457.6859531266,35537.5308822029
28476.5539430705,35534.2775049198
28466.6280375951,35533.0543941772
28051.4225457844,27321.2746806008
28060.8352082531,27324.6513335665
37012.7240174159,30749.3091536312
37032.7070397964,30748.7979222141
37022.7237785006,30749.3762766904
31657.9943505673,19091.6764916145
31661.9064025563,19082.4734568305
32812.9676735947,28561.1462301619
19120.5921860433,29589.3886001551
30417.1796694881,25099.9544187919
31563.2478240783,33940.3614306009
35056.8943554813,36754.9406411079
35040.1447014788,36763.81358623
35050.0130901694,36762.1965481985
36409.9531716145,20314.1015255195
36415.619525993,20341.2324158772
36423.9256532302,20314.4963255768
36414.8956442262,20331.2677381315
36416.7392562813,20321.4391525471
41326.2032656247,16815.9330160325
41331.6051071078,16827.5253863601
41321.9137785391,16825.0599958081
29128.7782088836,23523.7910866115
33924.4048125304,33611.1786492236
33945.7737685823,33603.1600889498
33933.0703811202,33618.2710294893
33936.6305171618,33598.6239472298
33934.2858209566,33608.3451817042
32776.856437189,20980.1177299036
32757.172635828,20977.7483800493
32767.1718854437,20977.6258764851
9745.72403645812,20482.9565757063
9761.35239558394,20471.5154042246
9755.01064700565,20479.2473008205
28795.4250664317,27949.2746824757
26432.8303845343,29538.4264210228
26416.3151184869,29547.0293397805
26432.4923666613,29555.8588891421
26422.7698243455,29538.6655199565
26426.2644179997,29548.0350431188
18477.7618671329,12845.8574396872
24949.8022409077,27655.6771836844
24957.7708463316,27661.7188165429
9768.71062318359,24262.4114312476
9780.89353451162,24277.2926761908
9776.92554329263,24268.1136314897
28931.8014406823,21946.5944388478
28940.7167235932,21951.2157735527
28391.9252326157,24159.3440367567
28405.0983638831,24169.2360822391
28401.9213207529,24159.6237186345
17899.315397419,40022.4356936092
9812.56889159074,30594.9891318036
9807.95544203486,30578.1179640557
9814.94015056954,30585.2743490849
12606.6571836984,40368.6567284559
10870.9548127111,23006.6439760355
10858.301436298,22990.5914405748
10874.9027152325,22996.0895135198
10855.8466212531,23001.7943944211
10865.0766418488,22997.9464685161
31129.9709449422,21304.6642709508
31133.4777037246,22568.4908921463
24930.0379895445,22609.0223796998
24925.4607022864,22600.1314653622
27993.0546378618,15310.7935380985
27980.0187636937,15326.3954922642
27991.7491540906,15320.7079575027
27982.3336710493,15316.6671211809
17969.1207826736,20107.2433330866
17972.7508080754,20125.7525485676
17967.6726174584,20117.1379110211
20342.6188895501,19156.3385824538
20335.9634930792,19148.8749574757
31293.6407554009,18468.1948859585
31292.346134586,18449.997816555
31288.9052932241,18459.3872047525
21582.7269336079,13781.1606001542
21588.7469309246,13773.1756372672
19151.2665754701,33381.7768632647
19131.7831898774,33377.3868430279
19141.6414540277,33379.0645283213
23448.375548365,20083.2097905572
28141.5414294165,10581.9782632308
33942.2048073913,34877.4075204458
33944.515822757,34867.6782240694
8922.57251558858,35339.8108118308
8928.56333039837,35331.8039408797
32569.2099052409,18138.5189037407
23225.3246344651,12822.7077437912
23221.6968753472,12813.3889797217
34837.7973819399,31385.83226782
34836.5567703202,31396.0163973515
38835.823658687,26948.5230874934
38825.1828872784,26940.4907195918
38826.0126527546,26950.4580713674
32092.1557136169,31101.2536614113
32092.2716388018,31080.2126535314
32104.7285707825,31094.1183946444
32085.6701717604,31088.1593891986
32095.0314163625,31091.6760779107
40468.8202820708,26618.7406441049
18320.1972500517,17585.3986126118
35851.7657184087,17485.7909993406
25137.9178748605,27971.9599583162
13248.6824819145,24565.627933078
47240.7175691461,28797.5441144606
27986.9428653686,16587.6729617208
28003.6674337438,16581.2309929073
27993.7099043285,16580.310408922
18678.2821786284,16319.7711130344
22711.9047320944,18826.8474222333
16440.2155665152,39392.2578927635
16432.9405259832,39399.1189265964
16849.0750134616,16956.7021254175
16858.3939011277,16971.5930647395
16857.7869529161,16961.6115010409
10014.2209588651,34694.4428430336
24579.8527602837,25769.9643389808
24574.6548841542,25761.4213837695
43257.0024582944,35137.3254567849
43538.4348593505,20592.1129615825
43534.2979692447,20611.6766542642
43546.1821019324,20602.9523366248
43536.1784994272,20601.8550654807
19525.0766932995,3991.819370852
19515.4907806742,3994.66722603429
25334.6628980592,31439.490696379
25341.9819604935,31455.4175876472
25342.6982392036,31445.4432733946
27372.1832586795,35539.6752711297
33026.1383465559,35202.8419177184
33040.826744491,35189.3414519569
33023.636238111,35192.0027275919
33033.0055077566,35195.5726842544
15779.9821305383,20129.343247581
21249.9817165289,18833.7124003534
24360.1536662308,19761.7910991965
7458.57434719809,33450.0395972118
7453.84356670551,33441.2293919968
32280.4306496819,30774.3094034185
6526.93369196733,32498.1597109054
6546.26878172409,32508.8141552881
6535.49337483875,32492.5693862007
6533.04534640537,32509.9483007113
6539.01779974326,32501.92772094
29720.6566191948,30159.9269578207
29711.1467484693,30156.8346514349
12582.2222793592,37203.6605852615
12594.4582467021,37214.8655924341
12592.1115076631,37205.1448509046
41553.2806623799,25340.8256969441
41558.7393505176,25360.5788965855
41567.9467665717,25346.6112251308
41549.9603313352,25354.8749054772
41558.3558421758,25349.4420979411
7457.47453851832,32808.3817770938
7441.7029125546,32818.8959598844
7454.92967169236,32818.0525398785
7447.81214914688,32810.9790647695
32243.7705384523,26363.4858301574
32248.7884265821,26340.0076647541
32253.7533211352,26360.1013837579
32255.555543362,26347.4441347995
32247.0127512676,26352.64227901
8541.0715554852,32167.5180351698
8547.28118044932,32175.3672422982
13835.5706780125,31192.5556061083
13832.6045455439,31202.1055829763
40248.7381035909,19991.2295240365
23589.059002742,12815.5519095153
30782.5695822733,25097.9329016753
38821.6924152949,25683.9012496152
29185.898162852,34262.1002817783
29198.8249810821,34267.0725720314
29189.7688845337,34271.3207759984
15709.2592456825,8127.98511582538
15711.4704749633,8118.2326563885
39361.0277252462,24732.1173773592
41740.4231585512,26925.9021473761
41759.7065900614,26933.9640488933
41742.6087971112,26936.5129973739
41752.9761755198,26920.5976356165
41750.4161510544,26930.2643969529
34232.3044403223,20960.1177256283
34224.9741151397,20978.1650088781
34226.5387016281,20968.2881637785
29329.1950243359,28260.9102467555
29342.0869290607,28275.4356299248
29347.9498294451,28256.6901162238
29333.7217749899,28269.9561958874
29339.1780973291,28261.4918425019
8927.09854164992,35968.746529123
7625.25017962989,31231.855094136
22356.3208023572,20090.3857433433
21037.0086267573,14098.776049288
21043.1689671469,14090.8988539569
31680.2189457639,20985.5456421718
31661.316748587,20985.1174593289
31670.8416913775,20982.0718945477
35651.9881412246,15900.4139263915
35665.8737169102,15912.4027476708
35661.5339165509,15903.3935227962
40696.3450568991,34520.117004598
41507.5875457445,17772.5900147003
41514.8415799716,17765.7067817225
6540.69678998119,33131.6964762373
23421.060996236,15660.8946359313
12472.2107909983,17612.4661723663
12483.6565549059,17629.6947437359
12483.1757417364,17611.9752420467
12469.4854966943,17624.6329252072
12478.7867941528,17620.9606145467
37212.9411170312,31054.1329422799
37201.1819175512,31068.3900964493
37210.0106047829,31063.6939096976
26638.1636426603,36181.0888153329
26648.1553093072,36180.6806912564
40507.8973373925,33570.5350224985
35746.2203733105,29807.1966126081
35735.525284204,29798.8662506735
35736.3566945195,29808.8421644023
10330.2898201231,24580.9802064193
10321.0105855456,24584.7079142481
11563.654040768,16047.3823120449
11548.2080392743,16035.9217616905
11551.7975397417,16053.5367173432
11554.297134512,16043.8541543569
27095.200690157,20701.715616712
27112.2435064834,20690.1960427508
27098.9284604767,20692.4364072391
27107.0423948908,20698.7370285371
29108.9069518527,20362.7731995215
29112.055414168,20372.2646264452
27159.6635143636,30171.9802900082
15898.8764409706,40979.9308029548
34293.9854483189,32969.4156107857
34300.0602692256,32977.3589445287
36643.1039805005,28866.5816430083
36659.1375801394,28852.1404917782
36638.540307637,28851.7189508098
36650.0052596772,28847.847347824
36647.1093219907,28857.4188443066
21755.7573422306,10934.1384105153
21747.7801392262,10928.1081342177
29443.286524262,15948.039989635
29458.9037577282,15937.2781192779
29449.2944306865,15940.0459255626
29653.9928794095,20673.4703612839
29666.4207182923,20678.9413687598
29657.0731211257,20682.9841361323
11575.7703895573,18569.3681658247
29676.3424425309,25108.4276012597
29692.1841931937,25093.8572795752
29685.5075108239,25112.4277782076
29690.37470577,25103.6921950355
26976.5856810679,30484.3859663972
19098.9887088129,25174.283980899
19097.9982554137,25164.3331516841
19336.7418926135,4938.00999954401
19348.4135897927,4954.42136715801
19346.944383436,4937.25644143094
19342.6179585486,4946.27209713054
36650.4252677017,29479.3624526966
36656.8978963826,29490.8714038348
36647.0957783565,29488.891888186
8905.6483799561,31541.5450821065
28221.4653162368,25112.4991542703
28231.1128271478,25115.1307950553
14132.4697940527,19190.435952237
10852.8922921379,22370.6230356125
10869.529107639,22358.0329238148
10863.4405208852,22376.1246579063
10855.2160404139,22360.7645469638
10863.6566637868,22366.1269976235
11543.1243801074,14148.6128428353
11391.5726041632,20782.1588463522
11410.2220682924,20789.087565693
11400.5408934757,20786.5825997912
31127.2227041467,20673.9193882602
31117.328655674,20672.4675601647
27108.5130434129,21327.889447737
32401.3082998229,19723.7120394413
32396.2286930594,19715.0982368473
39364.776914775,24096.0289692239
39355.0612015727,24098.3964398088
18532.9575698919,23587.4110850065
18542.950968809,23587.774372885
18149.2865383026,19808.1199605061
18151.9116218083,19788.3038898584
18150.273374491,19798.1687844715
21260.8961378423,20103.8036537423
21257.1400320499,20089.7869744804
21252.371034333,20098.5765513061
18191.0798021237,26749.5401945554
39776.4626890911,33562.9254784539
39781.6957061267,33586.1020632911
39786.6034479821,33568.2745238777
39772.7815690727,33581.5483949285
39777.7102458209,33572.8473521455
37901.6768033795,23479.7445363313
37892.7718570355,23467.5814810624
37891.9216392223,23477.5452700294
43065.2595210316,34816.9455816381
43074.8674704591,34814.1729821724
22082.0180439787,36521.9958224524
10001.874820518,30906.1695888073
9992.46893242271,30902.7741110591
22241.1646513713,34303.6043550994
22263.9048266016,34309.5598418177
22245.7984485288,34315.0929364961
22259.0327175534,34300.7904171389
22250.7624117192,34306.4119864402
15572.7004770348,16650.2373524808
29844.8017848396,20994.6582062121
34240.9731809264,24126.6989740209
34250.05650408,24130.8814661593
12125.0873043499,19526.5654186022
12123.6203123005,19507.0453830387
12116.9317540267,19520.3824019841
12126.3984039969,19516.651740288
25686.2319848987,28915.8520730509
25695.9255935604,28918.3084832597
32472.9052575716,34878.5318543058
32492.7014061239,34878.9034662887
32480.1094649874,34887.0967046257
32482.8298286275,34877.3059814738
12603.1116504812,39737.4645203309
17596.568264634,19484.9635709872
17603.4787638473,19492.1916413121
33206.2417247368,33610.3621163681
36470.2327685635,30443.4932435991
36481.9364244693,30425.2353951618
36467.1090560668,30433.8192580686
36477.1075601262,30433.9922221551
14016.7478193161,30870.3284957889
14016.3676082453,30892.3870829202
14008.3342010679,30875.7332185361
14008.0301508876,30886.8655971774
14017.2852676367,30881.4648073702
27523.3210935457,29531.4356351745
27520.825418674,29548.9837752566
27517.4870652807,29539.5574646608
36841.4048504308,30422.8312137588
36838.3786566436,30441.2285774005
36836.3210771308,30431.4425579647
14724.8512752667,28986.5991407403
14741.8207028693,28977.2665811808
14732.1326604098,28979.7448534225
9413.41599807752,23631.4948737689
9393.20005231344,23642.3057780464
9417.331752419,23641.3185505339
9400.55264685818,23635.5279232522
9407.4389813986,23642.7790194864
41510.3238074108,17135.5142392834
32758.4407409174,20343.8052308481
32768.2842421768,20345.5674689014
35951.4881135145,34546.340561809
42120.0482185418,28192.5197132521
32651.9379466249,32667.8331722483
33551.7896528482,29185.4034764177
33541.9913451801,29187.4680021911
12609.3967142115,9086.69819946647
34373.2640485648,14337.100337735
40654.4573533409,26946.7604366764
40655.7438513614,26926.4668963574
40643.7155328352,26939.8463780565
40662.7383097779,26938.252094002
40652.9777916409,26936.0767122661
24761.2860895031,25451.2709092515
24757.2199074128,25442.1349274647
42662.2449006348,25976.1433036825
37029.4779234034,32652.1612487121
37033.5508895143,32643.0282893308
21752.4048517599,11566.5244052388
21758.2800115031,11558.4322795606
36439.0946668044,24748.0607939592
43792.9271011416,32919.1939436901
39190.7801987414,27567.0389876888
39204.0378545139,27586.3227373126
39187.5160346297,27576.5167108044
39206.5344263428,27575.4563071908
39197.194862373,27579.0307301988
47050.3319750409,28478.9366169896
15515.9425412914,38444.2075950246
15525.9836024987,38461.046754041
15513.2646120028,38455.8126109613
15522.6603112867,38451.6151192135
34649.979208193,29823.0321070877
34634.2850127289,29807.8165360579
34651.4678549892,29812.9130983315
34643.6573732761,29804.0742173899
34641.6145067735,29814.6193676044
40590.2887694715,16196.9219997901
24038.117567997,26711.2864787336
24028.9667344192,26715.3191261062
18514.9281028157,19797.3894096959
30108.8353127539,35211.1455634805
30388.1469716651,20039.6577454981
30385.3838020239,20049.2684111116
23274.0912089151,21663.8353885071
36288.788425933,28850.2677977647
36271.1751556946,28861.9280174343
36289.7119202654,28863.4964025206
36278.7024764526,28849.2660204754
36280.7530916708,28859.0535113299
12494.8628015091,20138.9066901664
12487.2791151591,20157.9413212518
12503.1193877802,20149.876788548
12484.7538888795,20144.3454214243
12493.1195349583,20149.8241042663
22142.2412282185,14094.6701719791
22126.0092469849,14083.2764487114
22145.8486075487,14083.7740636823
22130.6288576193,14093.2964825353
22135.8978233312,14084.7649690553
18872.4091911545,17897.4628270891
7655.90888899328,36290.8527296958
37711.4487899635,22533.9529899048
13741.5456261812,16660.4423437863
13760.2156683721,16659.3417706816
13747.0633772598,16672.5829903416
13751.0891463847,16663.4291287
17911.4657384017,9378.28374559575
17903.1185526857,9372.77697788476
12325.443761557,22989.6215467644
23968.3542749048,15346.1553648422
23969.6442346014,15336.2389136635
17776.6770312506,18535.7142503964
34293.5541805352,32339.947471782
38619.2788664358,21581.924909735
38609.9123357429,21569.4052586197
38609.6027556965,21579.4004654808
23858.480264049,28306.7427988141
23857.1153736971,28287.9232501593
23872.65814669,28296.3122756087
23852.7956094487,28297.9549386526
23862.6581635626,28296.3026595147
13927.4662444582,16988.6419565465
13945.4699546563,16981.8512045738
13932.4255367173,16973.1809959321
13935.5056060853,16982.6948370433
16174.7398464869,26452.047923687
16182.0686343257,26433.518521362
16185.5022024543,26448.8803750804
16177.6057077191,26442.4673920228
17336.6849663876,36547.9081106923
42645.6712647596,24080.0357766454
20469.5420996657,9361.04339825322
20459.7187990768,9359.17183058393
25678.7197111718,27656.9633704584
14634.3448107595,11289.2706228245
21165.7904168741,36208.8054277298
32192.4601911049,14974.1716895711
32181.1728630978,14987.6623360519
32183.1664469098,14977.8630739775
13137.0265192457,38148.0157538362
13146.7906474268,38150.1748742273
21643.7793982095,23886.292163657
36750.6041365033,15267.7129790319
34650.7417753135,32970.2417958384
34673.6510950631,32978.0477109941
34659.4654602101,32965.3533191874
34664.5132062379,32973.985830991
23688.4162576638,29877.2697928534
32213.6440441471,20036.6006074806
10119.6057808841,20485.5401410415
10129.2817681272,20469.2861498456
10112.2843902586,20472.2560716742
10121.6533914332,20475.7520432115
28907.8943515751,16270.5848351642
28899.4947560322,16256.9130187272
28908.7806153876,16260.6241857649
36785.8884562701,19690.2395917563
36770.7043996682,19695.4506465549
36776.3603811754,19687.2038406156
11908.4707347139,14778.7774881025
16647.7467806965,12224.1811524103
23498.6242217538,27663.1433394268
23489.6991574049,27674.9582913061
23488.7979073203,27664.9989866976
11560.9943574116,15412.7343198297
11545.8134290318,15419.2051058908
11551.1886619146,15410.772616848
27376.2355032187,34914.716907017
27363.6032433243,34900.7990852142
27367.3887177318,34910.0549041142
27352.742720709,32383.2529930251
35489.6384878657,18121.318128583
33664.3350503966,16237.2566939522
33644.1507445533,16225.1239049394
33653.6953118924,16243.1075776621
33645.9588730814,16234.9764551616
33655.6122910405,16232.3665659479
30303.3435529305,35522.142513004
30295.4057114666,35528.224494162
29485.9217632697,22261.0635812014
37871.4647503113,19044.2530474948
37871.3560171422,19064.1125345964
37861.8674207279,19048.6484711405
37870.228411532,19054.1763126993
39685.6612357691,16517.9863598053
11799.3844670005,25208.8204666869
11781.148985049,25199.9977854427
11789.4606770111,25217.0910274948
11792.3964681381,25198.1519509174
